ID,pair_id,sentence_x,MOS,sentence_y,Kincaid,ARI,Coleman-Liau,FleschReadingEase,GunningFogIndex,LIX,SMOGIndex,RIX,REL,KandelMoles,DaleChallIndex,characters_per_word,syll_per_word,words_per_sentence,sentences_per_paragraph,type_token_ratio,directspeech_ratio,characters,syllables,words,wordtypes,sentences,paragraphs,long_words,complex_words,complex_words_dc,tobeverb,auxverb,conjunction,pronoun,preposition,nominalization,interrogative,article,subordination
11,11,"En juin 1897, le plus récent de ses dirigeables, le Deutschland, prend feu lors d'un vol à Berlin et s'écrase, tuant à la fois le pionnier de l'aviation et son copilote.",3.5,"En juin 1897, le plus récent de ses dirigeables, le Deutschland, prend feu lors d'un vol à Berlin et s'écrase, tuant à la fois le pionnier de l'aviation et son copilote.",12.246470588235294,14.132941176470588,6.502512294117647,67.81911764705885,18.30588235294118,51.64705882352941,13.954451150103322,6.0,81.57235294117648,85.9,7.723752941176471,3.941176470588236,1.2352941176470589,34.0,1.0,0.8529411764705882,0.0,134.0,42.0,34.0,29.0,1.0,1.0,6.0,4.0,13.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
12,12,Il permet de caractériser l'idéalité d'un tel réacteur et est un paramètre important pour l'étude de la distribution de temps de séjour.,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,13,"Le Centre national du graphisme également appelé Le Signe est un centre d’art dédié à l’accompagnement, au développement et au rayonnement du design graphique.",4.0,"Le Centre national du graphisme également appelé Le Signe est un centre d’art dédié à l’accompagnement, au développement et au rayonnement du design graphique.",15.426923076923078,15.844615384615388,13.365071153846152,30.76807692307695,21.16923076923077,52.92307692307692,17.491376746189438,7.0,50.394615384615406,58.79230769230769,8.577292307692307,5.153846153846154,1.7692307692307692,26.0,1.0,0.8846153846153846,0.0,134.0,46.0,26.0,23.0,1.0,1.0,7.0,7.0,12.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0
14,14,"Bien que parlé par une population réduite (les Yaghnobis), le yaghnobi présente un intérêt particulier pour les linguistes car il s'agit du seul parler moderne descendant du sogdien médiéval.",2.2,"Bien que parlé par une population réduite (les Yaghnobis), le yaghnobi présente un intérêt particulier pour les linguistes car il s'agit du seul parler moderne descendant du sogdien médiéval.",18.923333333333336,18.532999999999998,14.376163633333338,12.82500000000001,25.33333333333333,70.0,20.32050807568877,12.0,34.25666666666669,43.03333333333333,8.330333333333334,5.3,1.9333333333333331,30.0,1.0,0.9333333333333332,0.0,159.0,58.0,30.0,28.0,1.0,1.0,12.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
15,15,"On utilise les termes d'hérédité mendélienne, monogénique ou monofactorielle pour caractériser la transmission des maladies dues à une mutation dans un seul gène.",2.75,"On utilise les termes d'hérédité mendélienne, monogénique ou monofactorielle pour caractériser la transmission des maladies dues à une mutation dans un seul gène.",19.828333333333337,17.652499999999996,16.775535916666662,-4.34999999999998,24.6,61.5,19.431676725154983,9.0,20.10666666666665,31.23333333333332,9.743316666666669,5.75,2.208333333333333,24.0,1.0,1.0,0.0,138.0,53.0,24.0,24.0,1.0,1.0,9.0,9.0,13.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
16,16,La plaine d'Audra (désignation internationale : Audra Planitia) est une plaine située sur Vénus dans le quadrangle de Meskhent Tessera.,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17,"Jusqu'à « récemment » avant sa mort, il a continué à donner des conseils sur les efforts de restauration et de conservation relatifs à la chapelle, y compris la salle de Constantin.",3.2,"Jusqu'à « récemment » avant sa mort, il a continué à donner des conseils sur les efforts de restauration et de conservation relatifs à la chapelle, y compris la salle de Constantin.",16.231515151515154,16.050909090909094,9.494675303030306,37.46727272727277,19.260606060606065,63.30303030303031,15.24744871391589,10.0,55.298939393939406,61.83787878787881,6.900133333333333,4.454545454545454,1.606060606060606,33.0,1.0,0.8787878787878788,1.0,147.0,53.0,33.0,29.0,1.0,1.0,10.0,5.0,11.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0
18,18,"Divers problèmes peuvent être évalués à l'aide de cette échelle comme des problèmes cognitifs, d'opposition, d'hyperactivité, anxieux et sociaux présents chez les enfants ainsi que les adolescents.",2.6,"Divers problèmes peuvent être évalués à l'aide de cette échelle comme des problèmes cognitifs, d'opposition, d'hyperactivité, anxieux et sociaux présents chez les enfants ainsi que les adolescents.",18.923333333333336,19.788999999999994,15.944123900000005,12.82500000000001,22.66666666666667,73.33333333333334,18.491933384829668,13.0,34.25666666666669,43.03333333333333,7.804,5.566666666666666,1.9333333333333331,30.0,1.0,0.9,0.0,167.0,58.0,30.0,27.0,1.0,1.0,13.0,8.0,12.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
19,19,"Ainsi, en chimie non macromoléculaire, un macrocycle est une molécule organique avec une grande structure cyclique, habituellement contenant au moins 15 atomes.",2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,"Dans l'importante biographie que lui consacre Philip Marchand en 1989, Neil Postman rappelle toutefois le pouvoir heuristique des hypothèses de McLuhan.",3.6,"Dans l'importante biographie que lui consacre Philip Marchand en 1989, Neil Postman rappelle toutefois le pouvoir heuristique des hypothèses de McLuhan.",14.927826086956523,16.691739130434783,16.146732956521742,29.003043478260903,21.373913043478264,66.47826086956522,17.491376746189438,10.0,49.25500000000002,58.37608695652176,5.259930434782609,5.652173913043479,1.826086956521739,23.0,1.0,1.0,0.0,130.0,42.0,23.0,23.0,1.0,1.0,10.0,7.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21,21,C'est un diagramme en 2D dont l'axe x correspond à la position d'un point dans la liste ordonnée et  l'axe y la reachability-distance associée à ce point.,4.2,C'est un diagramme en 2D dont l'axe x correspond à la position d'un point dans la liste ordonnée et  l'axe y la reachability-distance associée à ce point.,13.48375,12.9684375,6.242761468750004,55.386250000000025,21.55,53.875,17.491376746189438,7.0,71.02000000000002,76.57499999999999,8.9887625,3.90625,1.40625,32.0,1.0,0.8125,0.0,125.0,45.0,32.0,26.0,1.0,1.0,7.0,7.0,15.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
22,22,"Le Conseil d'administration est composé de 9 à 15 personnes, en activité dans un établissement ayant vocation à adhérer, élues par l'assemblée générale.",4.0,"Le Conseil d'administration est composé de 9 à 15 personnes, en activité dans un établissement ayant vocation à adhérer, élues par l'assemblée générale.",15.872000000000003,14.9968,12.88534788,25.796000000000024,24.4,65.0,19.431676725154983,10.0,46.20099999999999,55.13,8.1876,5.08,1.84,25.0,1.0,0.96,0.0,127.0,46.0,25.0,24.0,1.0,1.0,10.0,9.0,11.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0
23,23,"Le mot, d'origine obscure (Jean-Henri Hassenfratz l'associe au mot « macération ») groupe un grand nombre de procédés développés indépendamment.",1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,24,L'EDA exprime les priorités de l'industrie de transformation du lait au niveau de l'UE et tente d'influencer les stratégies européennes par du lobbying.,4.0,L'EDA exprime les priorités de l'industrie de transformation du lait au niveau de l'UE et tente d'influencer les stratégies européennes par du lobbying.,12.421481481481482,14.57333333333333,11.195992259259263,54.09666666666669,21.17037037037037,56.62962962962963,17.491376746189438,8.0,70.55796296296297,77.20925925925926,9.526607407407408,4.777777777777778,1.4814814814814814,27.0,1.0,0.8148148148148148,0.0,129.0,40.0,27.0,22.0,1.0,1.0,8.0,7.0,14.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
25,25,Cette valeur locative est ensuite diminuée d’un abattement de 50 % pour la TFPB et de 20 % pour la TFNB de manière à obtenir le revenu cadastral servant à l’imposition.,3.4,Cette valeur locative est ensuite diminuée d’un abattement de 50 % pour la TFPB et de 20 % pour la TFNB de manière à obtenir le revenu cadastral servant à l’imposition.,14.770967741935486,14.581290322580642,8.850570354838712,44.37645161290326,24.01290322580645,60.03225806451613,19.431676725154983,9.0,61.57370967741936,68.05967741935484,7.649858064516129,4.354838709677419,1.5483870967741935,31.0,1.0,0.8387096774193549,0.0,135.0,48.0,31.0,26.0,1.0,1.0,9.0,9.0,12.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
26,26,"Ces deux hommes que la vision de l’art sépare, Mondrian promoteur de l’art abstrait et Eekman violemment contre, resteront liés par une amitié indéfectible tout au long de leur vie.",3.4,"Ces deux hommes que la vision de l’art sépare, Mondrian promoteur de l’art abstrait et Eekman violemment contre, resteront liés par une amitié indéfectible tout au long de leur vie.",15.3275,16.5009375,10.652649718750002,42.16750000000001,19.05,50.75,15.24744871391589,6.0,59.52000000000002,65.94999999999999,7.015012500000001,4.65625,1.5625,32.0,1.0,0.875,0.0,149.0,50.0,32.0,28.0,1.0,1.0,6.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
27,27,"Issue de la haute société athénienne, elle se déguisa en homme pour suivre les cours de médecine du célèbre médecin Hérophile.",2.2,"Issue de la haute société athénienne, elle se déguisa en homme pour suivre les cours de médecine du célèbre médecin Hérophile.",16.2,12.395714285714284,11.90954,16.32000000000002,19.82857142857143,54.333333333333336,16.41640786499874,7.0,38.485000000000014,48.85,6.304933333333333,4.9523809523809526,2.0,21.0,1.0,0.9523809523809524,0.0,104.0,42.0,21.0,20.0,1.0,1.0,7.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
28,28,"L'anuscopie est un examen médical faisant partie de l'examen proctologique, qui comprend également le toucher rectal et la rectoscopie.",2.8,"L'anuscopie est un examen médical faisant partie de l'examen proctologique, qui comprend également le toucher rectal et la rectoscopie.",16.2,14.862857142857145,14.989461952380951,16.32000000000002,21.73333333333333,63.85714285714285,17.491376746189438,9.0,38.485000000000014,48.85,9.312552380952384,5.476190476190476,2.0,21.0,1.0,1.0,0.0,115.0,42.0,21.0,21.0,1.0,1.0,9.0,7.0,11.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
29,29,"Elle encourage ses membres, appelés Chevaliers, à œuvrer pour la défense de la Cité par la devise : Honneur et Courtoisie.",2.6,"Elle encourage ses membres, appelés Chevaliers, à œuvrer pour la défense de la Cité par la devise : Honneur et Courtoisie.",14.040000000000004,11.649,11.531101900000005,30.02500000000002,16.0,55.0,13.954451150103322,7.0,50.53999999999999,60.19999999999999,5.729,4.9,1.85,20.0,1.0,0.9,0.0,98.0,37.0,20.0,18.0,1.0,1.0,7.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
30,30,"En mai 2016, ce nombre a été porté à un billion (mille milliards) d'espèces estimées sur Terre avec seulement un millième de pour cent décrit.",2.8,"En mai 2016, ce nombre a été porté à un billion (mille milliards) d'espèces estimées sur Terre avec seulement un millième de pour cent décrit.",12.250000000000004,12.221538461538463,8.842108846153849,53.545000000000016,15.015384615384615,49.07692307692308,12.486832980505138,6.0,70.21000000000002,77.1,8.577292307692307,4.384615384615385,1.5,26.0,1.0,0.9615384615384616,0.0,114.0,39.0,26.0,25.0,1.0,1.0,6.0,3.0,12.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0
31,31,"L'exemple ci-dessous montre que, même si le résultat obtenu est satisfaisant, certaines couleurs s'affaiblissent entre leur représentation en rouge-vert-bleu à l'écran et leur production quadrichromique.",3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,32,"De nos jours, la plaine de la Messara est communément appelée le « verger de la Crète », de nombreux exploitations agricoles profitant de son sol fertile.",3.0,"De nos jours, la plaine de la Messara est communément appelée le « verger de la Crète », de nombreux exploitations agricoles profitant de son sol fertile.",14.60666666666667,14.050000000000004,10.542675481481488,38.43000000000001,19.68888888888889,56.62962962962963,16.41640786499874,8.0,56.92833333333334,64.61666666666665,8.356977777777779,4.666666666666667,1.6666666666666667,27.0,1.0,0.8148148148148148,1.0,126.0,45.0,27.0,22.0,1.0,1.0,8.0,6.0,12.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
33,33,"Fondé le 17 mars 1872 par décision du Reichstag, il s'agit du deuxième institut archéologique étranger d'Athènes à l'être après l'école française d’Athènes, établie en 1846.",3.8,"Fondé le 17 mars 1872 par décision du Reichstag, il s'agit du deuxième institut archéologique étranger d'Athènes à l'être après l'école française d’Athènes, établie en 1846.",14.770967741935486,16.100645161290323,10.747296483870969,44.37645161290326,22.72258064516129,63.25806451612903,18.491933384829668,10.0,61.57370967741936,68.05967741935484,9.68727741935484,4.67741935483871,1.5483870967741935,31.0,1.0,0.9032258064516128,0.0,145.0,48.0,31.0,28.0,1.0,1.0,10.0,8.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34,34,"Le traceur choisi ne doit pas modifier les propriétés physiques du milieu (même densité, même viscosité) et l'introduction du traceur ne doit pas modifier les conditions hydrodynamiques.",2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,35,"L'art devint autonome en 1677, mais ce nouveau statut comporta une taxation plus élevée que lorsqu'ils furent unis aux marzeri.",3.8,"L'art devint autonome en 1677, mais ce nouveau statut comporta une taxation plus élevée que lorsqu'ils furent unis aux marzeri.",12.83545454545455,12.263636363636364,11.18451081818182,42.22318181818183,17.89090909090909,44.72727272727273,15.24744871391589,5.0,60.88818181818184,69.33636363636361,9.703927272727274,4.818181818181818,1.681818181818182,22.0,1.0,1.0,0.0,106.0,37.0,22.0,22.0,1.0,1.0,5.0,5.0,12.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
36,36,"Sa diffusion est freinée par la guerre de Trente Ans, mais la culture du tabac se répand et réussit surtout dans la partie méridionale du département du Haut-Rhin.",3.0,"Sa diffusion est freinée par la guerre de Trente Ans, mais la culture du tabac se répand et réussit surtout dans la partie méridionale du département du Haut-Rhin.",14.437241379310349,14.67103448275862,10.145158172413796,43.20689655172416,17.117241379310343,53.13793103448276,13.954451150103322,7.0,60.8201724137931,67.78793103448277,5.794262068965517,4.586206896551724,1.5862068965517242,29.0,1.0,0.8620689655172413,0.0,133.0,46.0,29.0,25.0,1.0,1.0,7.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
37,37,"L’alutiiq, aussi appelé yupik du Golfe Pacifique ou sugpiaq, est une des langues yupik, de la famille des langues eskimo-aléoutes, parlée traditionnellement par les Alutiiq.",4.6,"L’alutiiq, aussi appelé yupik du Golfe Pacifique ou sugpiaq, est une des langues yupik, de la famille des langues eskimo-aléoutes, parlée traditionnellement par les Alutiiq.",18.10296296296297,17.015555555555558,14.244803888888892,13.363333333333347,19.68888888888889,60.333333333333336,16.41640786499874,9.0,35.120925925925945,44.46851851851849,7.187348148148149,5.296296296296297,1.962962962962963,27.0,1.0,0.8888888888888888,0.0,143.0,53.0,27.0,24.0,1.0,1.0,9.0,6.0,10.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
38,38,"La Patinoire olympique de Gjøvik est une salle de sport située à Gjøvik, en Norvège, construite à l'occasion des Jeux olympiques d'hiver de 1994.",2.6,"La Patinoire olympique de Gjøvik est une salle de sport située à Gjøvik, en Norvège, construite à l'occasion des Jeux olympiques d'hiver de 1994.",13.611538461538462,13.127307692307689,9.972849423076925,43.783461538461566,16.553846153846155,49.07692307692308,13.954451150103322,6.0,61.71769230769233,69.25384615384614,6.148061538461539,4.576923076923077,1.6153846153846154,26.0,1.0,0.8461538461538461,0.0,119.0,42.0,26.0,22.0,1.0,1.0,6.0,4.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
39,39,"Un monument ou site historique est déclaré comme « monument culturel national » (en slovaque : národná kultúrna pamiatka, abrégé en NKP).",2.75,"Un monument ou site historique est déclaré comme « monument culturel national » (en slovaque : národná kultúrna pamiatka, abrégé en NKP).",15.07619047619048,13.965714285714284,13.86949033333334,24.3771428571429,25.542857142857144,68.61904761904762,19.431676725154983,10.0,45.49452380952383,55.32619047619048,11.568266666666666,5.285714285714286,1.9047619047619049,21.0,1.0,0.9047619047619048,1.0,111.0,40.0,21.0,19.0,1.0,1.0,10.0,9.0,14.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
40,40,"Dans le nord, la côte du golfe, également appelée la Divina Costiera en raison de sa beauté, est accidentée par les versants rocheux des monts Lattari qui tombent dans la mer.",3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,41,"Le semis direct sans labour est aujourd’hui largement utilisé pour le maïs et le soja aux États-Unis, mais aussi au Brésil, en Argentine, au Canada, en Australie.",2.8,"Le semis direct sans labour est aujourd’hui largement utilisé pour le maïs et le soja aux États-Unis, mais aussi au Brésil, en Argentine, au Canada, en Australie.",14.437241379310349,14.183793103448274,9.536897724137932,43.20689655172416,12.979310344827589,46.241379310344826,8.477225575051662,5.0,60.8201724137931,67.78793103448277,6.338744827586207,4.482758620689655,1.5862068965517242,29.0,1.0,0.896551724137931,0.0,130.0,46.0,29.0,26.0,1.0,1.0,5.0,1.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
42,42,"Sculpture monumentale en béton créée en 1966, il s'agit d'un monument à la mémoire des victimes du camp d'extermination de Jasenovac, en Croatie.",2.0,"Sculpture monumentale en béton créée en 1966, il s'agit d'un monument à la mémoire des victimes du camp d'extermination de Jasenovac, en Croatie.",14.065384615384616,13.308461538461536,10.19899753846154,40.52961538461541,16.553846153846155,56.76923076923077,13.954451150103322,8.0,58.88692307692311,66.63846153846154,8.577292307692307,4.615384615384615,1.6538461538461535,26.0,1.0,0.8846153846153846,0.0,120.0,43.0,26.0,23.0,1.0,1.0,8.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
43,43,"Certaines des premières usines d'épuration vivantes ont été utilisées pour traiter les eaux usées domestiques dans de petits villages soucieux de l'environnement, tels que Findhorn Community en Écosse.",3.2,"Certaines des premières usines d'épuration vivantes ont été utilisées pour traiter les eaux usées domestiques dans de petits villages soucieux de l'environnement, tels que Findhorn Community en Écosse.",19.710000000000004,20.574000000000005,16.924099066666663,7.185000000000024,22.66666666666667,70.0,18.491933384829668,12.0,29.350000000000023,38.5,8.856666666666667,5.733333333333333,2.0,30.0,1.0,0.9666666666666668,0.0,172.0,60.0,30.0,29.0,1.0,1.0,12.0,8.0,14.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
44,44,"En effet, le nombre de postes à pourvoir dans le secteur a augmenté rapidement et de plus en plus de femmes sont entrées dans la vie active.",2.2,"En effet, le nombre de postes à pourvoir dans le secteur a augmenté rapidement et de plus en plus de femmes sont entrées dans la vie active.",11.984444444444446,11.607777777777777,7.493863851851852,57.23000000000002,15.244444444444447,45.51851851851852,12.486832980505138,5.0,73.2838888888889,79.72777777777777,6.017718518518518,4.148148148148148,1.4444444444444444,27.0,1.0,0.8148148148148148,0.0,112.0,39.0,27.0,22.0,1.0,1.0,5.0,3.0,8.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0
45,45,C'est la première grande académie d'art où le peintre espagnol Antonio Fabrés a enseigné et aussi le premier musée d'art des Amériques.,3.75,C'est la première grande académie d'art où le peintre espagnol Antonio Fabrés a enseigné et aussi le premier musée d'art des Amériques.,13.040000000000004,12.359199999999994,9.592631320000002,46.10000000000002,16.400000000000002,57.0,13.954451150103322,8.0,63.86500000000001,71.44999999999999,7.556000000000001,4.52,1.6,25.0,1.0,0.88,0.0,113.0,40.0,25.0,22.0,1.0,1.0,8.0,4.0,10.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
46,46,"Howard, Mackie a été étroitement associé à la croissance de Calgary, ville devenue un véritable centre d'affaires international.",2.8,"Howard, Mackie a été étroitement associé à la croissance de Calgary, ville devenue un véritable centre d'affaires international.",17.904210526315797,14.842631578947367,16.064281684210528,0.5394736842105203,22.33684210526316,61.10526315789474,17.491376746189438,8.0,25.02026315789473,36.834210526315786,8.421873684210526,5.684210526315789,2.210526315789474,19.0,1.0,1.0,0.0,108.0,42.0,19.0,19.0,1.0,1.0,8.0,7.0,9.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
47,47,Ce type de logiciel permet à l’utilisateur de se déplacer librement autour du globe en changeant la position et l’angle de vue.,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,48,"Cette discipline est une synthèse des domaines des sciences naturelles (botanique, pédologie, agronomie) avec les techniques de chantier.",2.2,"Cette discipline est une synthèse des domaines des sciences naturelles (botanique, pédologie, agronomie) avec les techniques de chantier.",20.27444444444445,17.66166666666667,20.12117294444445,-18.235000000000003,24.977777777777774,73.55555555555556,18.491933384829668,10.0,8.818888888888864,22.077777777777783,9.665022222222223,6.388888888888889,2.4444444444444446,18.0,1.0,0.9444444444444444,0.0,115.0,44.0,18.0,17.0,1.0,1.0,10.0,8.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,49,Le rez-de-chaussée est alloué à des fins militaires et le public n'a seulement accès qu'au sous-sol où un débit de boisson sert de l'alcool.,3.6,Le rez-de-chaussée est alloué à des fins militaires et le public n'a seulement accès qu'au sous-sol où un débit de boisson sert de l'alcool.,11.450000000000005,11.311,5.360392100000002,66.40500000000003,13.333333333333336,46.66666666666667,8.477225575051662,5.0,80.87000000000002,86.1,9.909333333333334,3.7666666666666666,1.3,30.0,1.0,0.9333333333333332,0.0,113.0,39.0,30.0,28.0,1.0,1.0,5.0,1.0,16.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
