ID,sentence,Kincaid,ARI,Coleman-Liau,FleschReadingEase,GunningFogIndex,LIX,SMOGIndex,RIX,REL,KandelMoles,DaleChallIndex,characters_per_word,syll_per_word,words_per_sentence,sentences_per_paragraph,type_token_ratio,directspeech_ratio,characters,syllables,words,wordtypes,sentences,paragraphs,long_words,complex_words,complex_words_dc,tobeverb,auxverb,conjunction,pronoun,preposition,nominalization,interrogative,article,subordination
259,"Souvent, les entreprises privées sont détenues par les fondateurs, leurs familles ou un petit groupe d'investisseurs.",12.55764705882353,14.498823529411759,16.700253000000004,35.309411764705914,18.564705882352943,58.1764705882353,15.24744871391589,7.0,55.533235294117674,65.44999999999999,7.344964705882353,5.823529411764706,1.8235294117647058,17.0,1.0,0.9411764705882353,0.0,99.0,31.0,17.0,16.0,1.0,1.0,7.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,"Au moment de sa précipitation, la calcite (ou l'aragonite) formant les spéléothèmes est dépourvue de thorium.",13.945882352941176,12.005294117647061,13.587390705882356,25.356470588235307,18.564705882352943,58.1764705882353,15.24744871391589,7.0,46.87441176470591,57.44999999999999,7.344964705882353,5.294117647058823,1.9411764705882353,17.0,1.0,0.9411764705882353,0.0,90.0,33.0,17.0,16.0,1.0,1.0,7.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
359,Le portrait d'Adeline Ravoux est une peinture de Vincent Van Gogh réalisée en 1890.,7.566666666666666,7.735999999999997,9.274025266666666,67.53000000000003,14.0,48.333333333333336,12.486832980505138,5.0,83.82833333333336,92.01666666666668,6.0073333333333325,4.6,1.4666666666666666,15.0,1.0,1.0,0.0,69.0,22.0,15.0,15.0,1.0,1.0,5.0,3.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
136,Seule l'utilisation de lumière laser résonante permet de cumuler l'effet d'un cycle de fluorescence (absorption/émission spontanée) et d'utiliser efficacement ce phénomène pour agir sur un atome.,21.283333333333335,19.788999999999994,15.944123900000005,-4.0949999999999775,26.666666666666664,63.333333333333336,21.16590212458495,10.0,19.53666666666669,29.433333333333337,10.962,5.566666666666666,2.1333333333333333,30.0,1.0,0.8666666666666667,0.0,167.0,64.0,30.0,26.0,1.0,1.0,10.0,11.0,18.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
229,"L’absence d’éléments décoratifs du fond accentue la « présence » forte du personnage, rien ne venant distraire le regard.",12.828571428571426,11.722857142857144,11.069561285714286,40.4914285714286,21.733333333333334,54.333333333333336,17.491376746189438,7.0,59.51357142857145,68.27857142857142,10.816361904761905,4.809523809523809,1.7142857142857142,21.0,1.0,0.9523809523809523,1.0,101.0,36.0,21.0,20.0,1.0,1.0,7.0,7.0,13.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
135,Un filtre coupe-bande aussi appelé filtre réjecteur de bande ou filtre cloche est  un filtre empêchant le passage d'une partie des fréquences.,14.911666666666669,13.7275,11.875660083333337,30.90000000000002,17.933333333333334,40.66666666666667,15.24744871391589,4.0,50.77333333333331,59.56666666666666,10.401233333333336,4.916666666666667,1.7916666666666667,24.0,1.0,0.8333333333333334,0.0,118.0,43.0,24.0,20.0,1.0,1.0,4.0,5.0,14.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
437,C’est à lui de prévenir et de régler les crises pour maintenir l'ordre du groupe.,7.004705882352944,5.355882352941176,5.286424588235295,75.12117647058825,11.505882352941178,28.764705882352942,10.745966692414834,2.0,90.16852941176471,97.44999999999999,6.416141176470589,3.8823529411764706,1.3529411764705883,17.0,1.0,0.9411764705882353,0.0,66.0,23.0,17.0,16.0,1.0,1.0,2.0,2.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
447,L’Ordre des psychologues du Québec est un ordre professionnel.,8.370000000000001,8.532999999999998,12.403678300000003,52.865000000000016,12.0,30.0,10.745966692414834,2.0,71.73,81.9,5.2330000000000005,5.3,1.7,10.0,1.0,1.0,0.0,53.0,17.0,10.0,10.0,1.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
352,"La Société d’éclairage électrique de Bordeaux, avec la plus grosse concession d’éclairage et principal client du barrage, a tiré parti de cette opportunité.",17.288,15.750400000000006,13.826124040000003,15.644000000000037,21.200000000000003,61.0,17.491376746189438,9.0,37.369,46.97,8.8192,5.24,1.96,25.0,1.0,0.88,0.0,131.0,49.0,25.0,22.0,1.0,1.0,9.0,7.0,12.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0
44,"En effet, le nombre de postes à pourvoir dans le secteur a augmenté rapidement et de plus en plus de femmes sont entrées dans la vie active.",11.984444444444446,11.607777777777777,7.493863851851852,57.23000000000002,15.244444444444447,45.51851851851852,12.486832980505138,5.0,73.2838888888889,79.72777777777777,6.017718518518518,4.148148148148148,1.4444444444444444,27.0,1.0,0.8148148148148148,0.0,112.0,39.0,27.0,22.0,1.0,1.0,5.0,3.0,8.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0
494,Le roi consent à quitter Versailles et est escorté à Paris.,6.936363636363637,4.622727272727271,7.166974909090911,64.9245454545455,8.036363636363637,47.36363636363637,8.477225575051662,4.0,82.08954545454547,91.2590909090909,3.4165090909090914,4.363636363636363,1.5454545454545454,11.0,1.0,0.9090909090909091,0.0,48.0,17.0,11.0,10.0,1.0,1.0,4.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
490,"Le parapente, dérivé du parachute, permet le vol libre ou le paramoteur.",13.673333333333336,7.334999999999997,10.152869166666669,18.40500000000001,18.133333333333333,37.0,13.954451150103322,3.0,41.48666666666665,53.5333333333333,8.4902,4.833333333333333,2.0833333333333335,12.0,1.0,0.9166666666666666,0.0,58.0,25.0,12.0,11.0,1.0,1.0,3.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
191,Le hasard périlleux et les confrontations violentes sont également des éléments standards d'une intrigue de thriller.,13.945882352941176,15.05294117647059,17.39200017647059,25.356470588235307,20.917647058823533,64.05882352941177,16.41640786499874,8.0,46.87441176470591,57.44999999999999,11.060258823529411,5.9411764705882355,1.9411764705882353,17.0,1.0,1.0,0.0,101.0,33.0,17.0,17.0,1.0,1.0,8.0,6.0,11.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
294,"En effet, le nombre de postes à pourvoir dans le secteur a augmenté rapidement. De plus, de plus en plus de femmes sont entrées dans la vie active.",6.727142857142859,5.082857142857144,6.445201571428573,71.76785714285717,9.885714285714286,31.857142857142858,9.70820393249937,2.5,87.64714285714285,95.75714285714287,5.2058285714285715,4.142857142857143,1.4285714285714286,14.0,2.0,0.7857142857142857,0.0,116.0,40.0,28.0,22.0,2.0,1.0,5.0,3.0,8.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0
162,Les épreuves de trampoline des Jeux mondiaux de 2017 ont lieu du 24 juillet au 26 juillet 2017 à Wrocław.,6.960000000000001,8.587499999999999,7.709198750000002,80.78500000000001,12.0,50.0,10.745966692414834,6.0,94.69999999999999,101.0,4.939500000000001,4.25,1.25,20.0,1.0,0.85,0.0,85.0,25.0,20.0,17.0,1.0,1.0,6.0,2.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
364,"Le SSSE3 ajoute 16 nouveaux opcodes, incluant la permutation des octets dans un mot, la multiplication des nombres à virgule fixe 16 bits avec un arrondissement correct et des instructions d'accumulation.",17.90875,19.739062499999996,14.695047281250005,23.661250000000017,22.8,66.375,18.491933384829668,11.0,43.420000000000016,51.07499999999999,9.4822,5.34375,1.78125,32.0,1.0,0.84375,0.0,171.0,57.0,32.0,27.0,1.0,1.0,11.0,8.0,16.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0
224,Les patriciens étaient généralement membres des conseils municipaux et s'appropriaient les fonctions civiques les plus importantes.,13.945882352941176,18.93176470588235,22.234230411764706,25.356470588235307,18.564705882352943,75.8235294117647,15.24744871391589,10.0,46.87441176470591,57.44999999999999,10.131435294117647,6.764705882352941,1.9411764705882353,17.0,1.0,0.9411764705882353,0.0,115.0,33.0,17.0,16.0,1.0,1.0,10.0,5.0,10.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
280,"En mai 2016, ce nombre a été porté à un billion d'espèces estimées sur Terre avec seulement un millième de pour cent décrit.",10.978333333333332,10.195,7.465771833333335,59.10000000000002,14.600000000000001,44.83333333333333,12.486832980505138,5.0,75.30666666666667,82.23333333333335,7.769566666666668,4.166666666666667,1.4583333333333333,24.0,1.0,0.9583333333333334,0.0,100.0,35.0,24.0,23.0,1.0,1.0,5.0,3.0,10.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0
404,Ce défilé commence en Belgique et se termine à Comines en France.,11.706666666666667,5.372500000000002,7.7029312500000024,32.505,14.8,45.333333333333336,12.486832980505138,4.0,53.75333333333333,64.86666666666665,3.226866666666666,4.416666666666667,1.9166666666666667,12.0,1.0,0.9166666666666666,0.0,53.0,23.0,12.0,11.0,1.0,1.0,4.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
223,"La mairie ouvre aussi une grande médiathèque dans le quartier de Grammont, ancien quartier des abattoirs.",12.775000000000002,12.475000000000001,14.689171500000004,31.97000000000001,11.4,47.25,10.745966692414834,5.0,52.75999999999999,63.099999999999994,6.71485,5.5,1.875,16.0,1.0,0.9375,0.0,88.0,30.0,16.0,15.0,1.0,1.0,5.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
225,Zubr signifie bison en référence au dernier peuplement de bison d'Europe qui ne survivent plus que dans une forêt entre la Pologne et la Biélorussie.,14.973076923076924,14.033076923076926,11.10359,34.0219230769231,15.015384615384617,56.769230769230774,12.486832980505138,8.0,53.22538461538463,61.4076923076923,6.755369230769231,4.769230769230769,1.7307692307692308,26.0,1.0,0.9230769230769231,0.0,124.0,45.0,26.0,24.0,1.0,1.0,8.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
423,Plus d’énergie n’implique pas forcément une meilleure qualité de vie.,8.756666666666668,7.727500000000003,10.642856750000004,53.65500000000001,18.133333333333333,53.666666666666664,13.954451150103322,5.0,72.15333333333334,81.86666666666665,9.806033333333335,4.916666666666667,1.6666666666666667,12.0,1.0,1.0,0.0,59.0,20.0,12.0,12.0,1.0,1.0,5.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
29,"Elle encourage ses membres, appelés Chevaliers, à œuvrer pour la défense de la Cité par la devise : Honneur et Courtoisie.",14.040000000000003,11.649000000000001,11.531101900000003,30.02500000000002,16.0,55.0,13.954451150103322,7.0,50.53999999999999,60.19999999999999,5.729,4.9,1.85,20.0,1.0,0.9,0.0,98.0,37.0,20.0,18.0,1.0,1.0,7.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
115,"Cette situation dite de Hill (théorie de la Lune), de Mathieu (balancelle) ou de Bloch (électron dans un métal) est fréquemment utilisée en optique, comme convertisseur de fréquences.",17.665714285714284,17.2975,14.011725178571432,18.279285714285738,21.200000000000003,63.714285714285715,17.491376746189438,10.0,39.265714285714324,48.08571428571429,7.028085714285715,5.25,1.8928571428571428,28.0,1.0,0.8571428571428571,0.0,147.0,53.0,28.0,24.0,1.0,1.0,10.0,7.0,10.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
249,"Il n'y a plus qu'un enseignement unique comprenant la médecine, la chirurgie et les accouchements.",11.169411764705881,9.788823529411765,10.820402000000001,45.26235294117649,20.917647058823533,46.41176470588235,16.41640786499874,5.0,64.19205882352944,73.44999999999999,10.131435294117647,4.823529411764706,1.7058823529411764,17.0,1.0,0.9411764705882353,0.0,82.0,29.0,17.0,16.0,1.0,1.0,5.0,6.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
303,"Jonas Åkerlund, connu pour être l'auteur de vidéo-clips musicaux, d'annonces publicitaires et du long métrage Spun, a réalisé le film.",13.388695652173912,12.596086956521738,11.033819043478264,40.03782608695653,17.895652173913046,53.434782608695656,15.24744871391589,7.0,58.85500000000002,67.24565217391306,8.006017391304349,4.782608695652174,1.6956521739130435,23.0,1.0,1.0,0.0,110.0,39.0,23.0,23.0,1.0,1.0,7.0,5.0,10.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
384,Conrad Felixmüller étudie la musique en 1911 avant d'étudier à l'Académie des Beaux-Arts de Dresde en 1912.,9.32,9.529500000000002,8.88516895,63.86500000000002,16.0,40.0,13.954451150103322,4.0,79.98,87.4,4.15,4.45,1.45,20.0,1.0,0.95,0.0,89.0,29.0,20.0,19.0,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,"Ce défilé est franco-belge ; de nos jours, il commence en Belgique et se termine sur la place de Comines en France.",12.29909090909091,8.83818181818182,6.908255545454548,46.06863636363637,14.254545454545454,40.18181818181819,12.486832980505138,4.0,64.23363636363638,72.42727272727271,3.9621090909090917,4.090909090909091,1.6363636363636365,22.0,1.0,0.9090909090909091,0.0,90.0,36.0,22.0,20.0,1.0,1.0,4.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
282,"De nos jours, la plaine de la Messara est communément appelée le « verger de la Crète ». De nombreuses exploitations agricoles profitent de son sol fertile.",14.60666666666667,14.398888888888884,10.978220000000004,38.43000000000001,19.68888888888889,56.62962962962963,16.41640786499874,8.0,56.92833333333334,64.61666666666665,8.356977777777779,4.7407407407407405,1.6666666666666667,27.0,1.0,0.8148148148148148,1.0,128.0,45.0,27.0,22.0,1.0,1.0,8.0,6.0,12.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
189,Certains proverbes concernant des dates données peuvent s'expliquer par les conditions macro-climatiques en la période donnée.,14.374444444444446,16.09166666666666,18.161222611111114,24.06500000000001,20.53333333333333,68.0,16.41640786499874,9.0,45.618888888888904,56.07777777777778,10.542244444444446,6.055555555555555,1.9444444444444444,18.0,1.0,1.0,0.0,109.0,35.0,18.0,18.0,1.0,1.0,9.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,"La liste suivante n'inclut pas les plus petits objets comme les ressorts, les fragments, les parachutes ou les boucliers thermiques.",12.26666666666667,13.741428571428571,13.58949742857143,44.52000000000001,14.114285714285714,54.333333333333336,12.486832980505138,7.0,63.018333333333345,71.51666666666665,8.560647619047618,5.238095238095238,1.6666666666666667,21.0,1.0,0.8095238095238095,0.0,110.0,35.0,21.0,17.0,1.0,1.0,7.0,3.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
169,"Une grande partie de la voie antique est toujours praticable et accessible, le plus souvent recouverte d'asphalte.",13.063333333333333,12.689999999999998,13.914663555555556,33.46500000000002,18.311111111111114,56.888888888888886,15.24744871391589,7.0,53.79666666666668,63.633333333333354,7.033355555555557,5.333333333333333,1.8333333333333333,18.0,1.0,1.0,0.0,96.0,33.0,18.0,18.0,1.0,1.0,7.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
89,"La CBM est identifiée en déterminant la concentration la plus faible d'agent antibactérien qui réduit la viabilité de l'inoculum bactérien initial à un niveau supérieur ou égal à 99,9%.",17.816129032258065,17.619999999999997,12.644022612903232,22.54419354838712,24.012903225806454,60.03225806451613,19.431676725154983,9.0,42.58016129032259,50.51129032258065,9.687277419354839,5.0,1.8064516129032258,31.0,1.0,0.9032258064516129,0.0,155.0,56.0,31.0,28.0,1.0,1.0,9.0,9.0,16.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0
483,"Les pratiques sociales, rituels et événements festifs relèvent du patrimoine culturel immatériel de l'humanité.",17.793333333333333,16.214000000000006,19.857757066666665,-5.789999999999996,24.666666666666668,81.66666666666667,17.491376746189438,10.0,20.041666666666686,33.083333333333314,11.270666666666665,6.4,2.3333333333333335,15.0,1.0,1.0,0.0,96.0,35.0,15.0,15.0,1.0,1.0,10.0,7.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
114,"Le SSSE3 ajoute 16 nouveaux opcodes qui incluent la permutation des octets dans un mot, la multiplication des nombres à virgule fixe 16 bits avec un arrondissement correct et des instructions d'accumulation dans un mot.",18.11666666666667,20.512499999999996,13.266569694444446,29.29500000000001,23.28888888888889,66.55555555555556,18.491933384829668,11.0,47.79333333333335,54.26666666666665,8.803377777777778,5.083333333333333,1.6666666666666667,36.0,1.0,0.7777777777777778,0.0,183.0,60.0,36.0,28.0,1.0,1.0,11.0,8.0,16.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0
233,"Les pratiques sociales, rituels et événements festifs relèvent (pour partie) du patrimoine culturel immatériel de l'humanité.",17.416470588235295,16.438235294117646,19.121368117647066,0.4741176470588435,23.270588235294117,75.8235294117647,17.491376746189438,10.0,25.22735294117649,37.44999999999999,10.131435294117647,6.235294117647059,2.235294117647059,17.0,1.0,1.0,0.0,106.0,38.0,17.0,17.0,1.0,1.0,10.0,7.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
266,La plaine d'Audra est située sur Vénus dans le quadrangle de Meskhent Tessera.,7.570000000000004,7.437857142857144,9.38512707142857,65.72500000000002,8.457142857142857,35.42857142857143,8.477225575051662,3.0,82.39,90.9,6.333685714285715,4.642857142857143,1.5,14.0,1.0,1.0,0.0,65.0,21.0,14.0,14.0,1.0,1.0,3.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
368,"C'est une salle de prière sous un dôme, accessible par un couloir sombre menant à un grand portail.",9.830526315789477,7.901578947368421,7.399238105263159,58.42368421052632,9.705263157894738,34.78947368421053,8.477225575051662,3.0,75.37815789473684,83.36052631578947,7.590821052631579,4.2105263157894735,1.5263157894736843,19.0,1.0,0.8947368421052632,0.0,80.0,29.0,19.0,17.0,1.0,1.0,3.0,1.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
192,"Le père Noël est doublé par Thierry Wermuth (Stan Marsh, Randy Marsh, Gerald Broflovski, Terrance...) dans cet épisode.",11.752222222222223,11.905000000000001,12.93468838888889,42.86500000000002,9.422222222222222,45.77777777777778,8.477225575051662,5.0,61.97444444444443,71.1888888888889,2.6472444444444445,5.166666666666667,1.7222222222222223,18.0,1.0,0.9444444444444444,0.0,93.0,31.0,18.0,17.0,1.0,1.0,5.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
420,La propriété est donc transmise de génération en génération et reste en grande partie non divisée.,13.5125,10.708750000000002,12.484227375,26.682500000000015,18.900000000000002,47.25,15.24744871391589,5.0,48.16,58.849999999999994,5.727975,5.125,1.9375,16.0,1.0,0.875,0.0,82.0,31.0,16.0,14.0,1.0,1.0,5.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0
493,"Une lettre de sa mère révèle que sa sœur va bientôt épouser un certain Loujine, changeant ses plans.",10.441111111111113,8.765,9.014787722222227,52.26500000000003,11.644444444444446,45.77777777777778,10.745966692414834,5.0,70.15222222222222,78.74444444444445,6.156133333333333,4.5,1.6111111111111112,18.0,1.0,0.9444444444444444,0.0,81.0,29.0,18.0,17.0,1.0,1.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
448,"Ludovic Rambaud, ancien rédacteur en chef de DJ Mag, estime depuis 2004 qu'il y a environ 30 à 50 fermetures annuelles.",11.22636363636364,10.122727272727271,8.511851272727274,53.75954545454549,17.89090909090909,49.27272727272727,15.24744871391589,6.0,70.92454545454548,78.6090909090909,6.833018181818183,4.363636363636363,1.5454545454545454,22.0,1.0,1.0,0.0,96.0,34.0,22.0,22.0,1.0,1.0,6.0,5.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
93,"Purement imaginaires, elles n'en sont pas moins indispensables pour l'étude de notre « banlieue galactique » la plus proche, jusqu'à 20 années lumière environ.",15.043703703703706,15.27111111111111,12.067081296296301,35.29666666666668,19.68888888888889,52.925925925925924,16.41640786499874,7.0,54.20240740740742,62.09814814814814,8.941792592592591,4.925925925925926,1.7037037037037037,27.0,1.0,1.0,1.0,133.0,46.0,27.0,27.0,1.0,1.0,7.0,6.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
288,"La Patinoire olympique de Gjøvik est une salle de sport située à Gjøvik, en Norvège. Elle a été construite à l'occasion des Jeux olympiques d'hiver de 1994.",8.78224137931035,6.446551724137933,7.908386241379311,57.92439655172416,11.317241379310346,35.189655172413794,10.745966692414834,3.0,75.5376724137931,84.46293103448275,5.075062068965517,4.379310344827586,1.5862068965517242,14.5,2.0,0.8620689655172413,0.0,127.0,46.0,29.0,25.0,2.0,1.0,6.0,4.0,8.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0
49,Le rez-de-chaussée est alloué à des fins militaires et le public n'a seulement accès qu'au sous-sol où un débit de boisson sert de l'alcool.,11.450000000000003,11.311,5.360392100000002,66.40500000000003,13.333333333333336,46.66666666666667,8.477225575051662,5.0,80.87000000000002,86.1,9.909333333333334,3.7666666666666666,1.3,30.0,1.0,0.9333333333333333,0.0,113.0,39.0,30.0,28.0,1.0,1.0,5.0,1.0,16.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
369,Le journalisme d'affaires joue un rôle très limité dans les pays du tiers-monde et en développement.,10.441111111111113,9.28833333333333,9.668104500000005,52.26500000000003,16.08888888888889,34.66666666666667,13.954451150103322,3.0,70.15222222222222,78.74444444444445,7.033355555555557,4.611111111111111,1.6111111111111112,18.0,1.0,1.0,0.0,83.0,29.0,18.0,18.0,1.0,1.0,3.0,4.0,7.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0
